date,gender,age,address,famsize,Pstatus,M_Edu,F_Edu,M_Job,F_Job,relationship,smoker,tuition_fee,time_friends,ssc_result,hsc_result
29/04/2018,F,19,Urban,GT3,Together,3,3,Teacher,Services,No,No,87347,3,3.53,3.26
29/04/2018,M,18,Urban,LE3,Together,4,2,Other,Health,Yes,No,105804,5,3.86,3.1
29/04/2018,F,19,Rural,GT3,Together,4,2,Other,Health,Yes,No,81764,2,5.0,4.49
29/04/2018,M,19,Rural,GT3,Together,3,2,At_home,Teacher,No,No,67246,5,3.02,2.46
29/04/2018,M,19,Urban,GT3,Apart,3,2,Health,Farmer,No,Yes,122458,2,3.53,3.03
29/04/2018,M,18,Rural,LE3,Together,1,3,Other,Farmer,Yes,No,31688,4,2.62,2.07
29/04/2018,F,18,Urban,GT3,Together,0,2,Teacher,Business,No,No,82251,1,3.95,3.5
29/04/2018,M,19,Rural,LE3,Together,2,4,Health,Business,No,No,47504,1,3.81,3.28
29/04/2018,M,19,Rural,GT3,Together,4,0,Teacher,Farmer,No,No,84720,4,3.88,3.34
29/04/2018,M,18,Rural,GT3,Together,3,2,Other,Farmer,No,No,67584,2,3.21,3.0
29/04/2018,M,17,Rural,LE3,Together,4,2,Health,Teacher,No,No,89484,4,3.3,2.68
29/04/2018,F,19,Urban,GT3,Apart,3,0,Other,Teacher,Yes,No,118852,2,3.84,3.22
29/04/2018,M,17,Rural,GT3,Together,1,2,At_home,Farmer,Yes,No,43219,4,2.89,2.38
29/04/2018,M,19,Rural,LE3,Together,1,1,Health,Services,Yes,No,72972,4,4.37,3.49
29/04/2018,F,17,Urban,LE3,Together,1,2,Teacher,Services,No,No,94815,4,2.9,2.32
29/04/2018,M,17,Rural,GT3,Together,1,2,At_home,Teacher,No,No,54623,1,3.7,3.3
29/04/2018,M,17,Urban,GT3,Together,2,3,Services,Health,No,No,111817,2,3.52,2.97
29/04/2018,M,18,Rural,LE3,Together,4,2,Teacher,Farmer,Yes,No,48457,4,3.47,2.76
29/04/2018,M,17,Rural,GT3,Together,3,1,Other,Business,Yes,No,67855,5,2.76,2.0
29/04/2018,M,17,Rural,LE3,Together,2,3,Teacher,Services,No,No,71258,5,3.77,2.94
29/04/2018,M,17,Urban,GT3,Together,0,0,Services,Health,Yes,No,80470,1,3.01,2.35
29/04/2018,M,19,Rural,GT3,Together,1,4,Teacher,Services,No,Yes,48281,3,3.89,3.36
29/04/2018,F,17,Rural,LE3,Together,2,4,At_home,Health,Yes,No,46728,1,3.31,2.92
29/04/2018,M,19,Rural,GT3,Together,1,2,Teacher,Farmer,Yes,No,68723,3,3.77,2.46
29/04/2018,F,17,Urban,GT3,Together,0,4,Health,Farmer,Yes,No,75162,1,2.62,2.2
29/04/2018,F,17,Rural,GT3,Together,2,3,Services,Farmer,No,No,64272,5,4.39,3.64
29/04/2018,M,18,Rural,GT3,Together,1,4,Teacher,Teacher,No,No,65488,4,4.51,3.91
29/04/2018,F,19,Urban,GT3,Together,4,3,Services,Health,No,No,128341,2,3.44,3.03
29/04/2018,M,17,Urban,LE3,Together,0,1,At_home,Business,No,Yes,76338,4,5.0,4.39
29/04/2018,F,19,Rural,GT3,Together,0,4,Health,Business,Yes,No,47296,5,4.29,3.37
29/04/2018,M,19,Rural,GT3,Together,0,1,Other,Farmer,No,No,36675,2,3.63,3.0
29/04/2018,M,18,Urban,LE3,Apart,1,1,Teacher,Business,No,No,94070,3,3.48,2.97
29/04/2018,M,18,Urban,GT3,Apart,2,1,At_home,Services,No,No,95080,3,3.29,3.01
29/04/2018,F,18,Urban,GT3,Together,3,2,Services,Health,No,No,93936,5,3.42,2.78
29/04/2018,M,18,Rural,GT3,Apart,2,2,Services,Health,Yes,No,45019,2,3.73,3.09
29/04/2018,F,18,Rural,LE3,Together,2,3,At_home,Health,Yes,No,76182,4,3.77,2.91
29/04/2018,M,18,Rural,GT3,Together,1,4,Teacher,Services,No,No,31746,5,2.89,2.61
29/04/2018,F,18,Rural,GT3,Together,2,0,Other,Teacher,No,No,57768,3,4.68,4.06
29/04/2018,M,18,Rural,GT3,Together,0,4,Teacher,Services,No,Yes,33325,5,4.31,3.31
29/04/2018,F,17,Urban,GT3,Together,1,4,Health,Health,No,No,114763,4,5.0,4.53
29/04/2018,M,19,Urban,GT3,Together,3,0,Teacher,Health,No,No,84486,1,4.04,3.3
29/04/2018,M,18,Urban,GT3,Together,3,2,Health,Health,No,No,96485,1,4.48,4.1
29/04/2018,M,18,Rural,GT3,Together,3,4,Services,Business,Yes,No,54328,4,2.99,2.5
29/04/2018,M,19,Rural,LE3,Apart,1,3,Health,Teacher,No,No,49112,2,4.19,3.48
29/04/2018,F,17,Urban,GT3,Together,1,3,Other,Services,No,No,114001,5,2.64,2.18
29/04/2018,M,19,Urban,GT3,Together,4,3,At_home,Health,No,No,117280,4,3.17,2.69
29/04/2018,F,19,Rural,GT3,Together,0,2,Health,Farmer,No,No,51576,1,5.0,4.57
29/04/2018,M,18,Rural,GT3,Together,1,0,Teacher,Teacher,No,No,72528,3,3.57,2.74
29/04/2018,M,19,Urban,GT3,Together,0,2,Health,Farmer,No,Yes,80702,4,3.79,2.9
29/04/2018,M,19,Rural,GT3,Together,1,0,Services,Teacher,No,No,51320,4,4.26,3.46
29/04/2018,M,18,Rural,GT3,Apart,1,3,Health,Health,No,No,48437,4,3.77,3.35
29/04/2018,F,18,Urban,LE3,Together,2,4,Other,Teacher,No,No,75193,1,3.14,2.77
29/04/2018,M,18,Rural,GT3,Together,2,2,Health,Teacher,No,No,60317,1,3.15,2.69
29/04/2018,M,18,Urban,GT3,Together,4,4,Other,Health,Yes,No,113482,4,4.32,3.56
29/04/2018,F,19,Rural,GT3,Apart,0,2,Teacher,Farmer,No,No,44343,4,3.99,3.07
29/04/2018,F,19,Rural,GT3,Together,1,3,Services,Farmer,Yes,No,59144,2,4.34,3.65
29/04/2018,M,17,Rural,GT3,Together,2,3,At_home,Business,No,No,46612,3,4.18,3.68
29/04/2018,M,17,Rural,GT3,Together,2,4,Teacher,Farmer,No,No,54307,5,3.84,3.26
29/04/2018,F,19,Urban,GT3,Together,2,3,Teacher,Farmer,No,No,94623,5,3.81,3.12
29/04/2018,M,17,Rural,LE3,Together,3,1,At_home,Teacher,Yes,No,60249,5,3.86,2.87
29/04/2018,M,19,Rural,GT3,Together,0,4,Health,Business,No,No,33229,1,3.56,3.37
29/04/2018,M,17,Rural,GT3,Together,3,3,Health,Health,No,No,66274,1,3.57,3.11
29/04/2018,F,18,Rural,GT3,Together,2,0,Health,Health,No,Yes,72334,2,4.13,3.36
29/04/2018,F,17,Rural,GT3,Together,0,3,Services,Services,No,No,31595,1,4.74,4.12
29/04/2018,M,18,Rural,GT3,Together,3,4,Teacher,Business,No,No,68602,4,2.71,2.17
29/04/2018,M,18,Urban,LE3,Together,2,2,Other,Teacher,Yes,No,113377,3,5.0,4.37
29/04/2018,M,18,Rural,GT3,Together,1,2,At_home,Services,Yes,No,67876,3,4.25,3.35
29/04/2018,F,18,Rural,LE3,Apart,0,4,Teacher,Services,No,Yes,59551,3,4.08,3.34
29/04/2018,M,17,Rural,LE3,Apart,0,3,Health,Health,No,No,67926,3,3.14,2.51
29/04/2018,M,19,Rural,GT3,Apart,2,2,At_home,Farmer,No,No,59678,5,3.34,2.64
29/04/2018,F,18,Urban,GT3,Together,1,1,Other,Teacher,No,No,92214,5,4.2,3.27
29/04/2018,M,17,Urban,GT3,Together,1,1,Teacher,Business,No,No,108599,4,3.96,3.37
29/04/2018,F,18,Rural,GT3,Together,0,3,Teacher,Services,Yes,Yes,57809,2,2.96,2.32
29/04/2018,M,17,Rural,LE3,Together,3,4,Services,Teacher,No,No,83954,1,3.24,2.99
29/04/2018,M,17,Urban,GT3,Together,3,1,Teacher,Health,Yes,No,107794,1,3.32,2.78
29/04/2018,M,17,Rural,LE3,Together,3,2,Teacher,Services,No,No,62593,5,3.26,2.68
29/04/2018,F,19,Urban,GT3,Together,0,0,Other,Services,Yes,Yes,93864,3,3.98,3.01
29/04/2018,F,17,Rural,LE3,Together,4,3,Other,Health,Yes,No,89329,4,3.13,2.49
29/04/2018,F,17,Rural,LE3,Together,2,0,At_home,Health,No,No,77636,2,4.31,3.7
29/04/2018,M,19,Urban,GT3,Together,3,0,Health,Health,No,No,83689,5,2.83,2.25
29/04/2018,F,19,Urban,GT3,Together,2,0,Other,Teacher,No,No,115363,4,4.43,3.51
29/04/2018,M,17,Urban,GT3,Together,2,3,At_home,Teacher,Yes,No,89687,4,5.0,3.97
29/04/2018,M,19,Rural,LE3,Together,3,2,Teacher,Teacher,No,No,60381,5,4.31,3.49
29/04/2018,F,18,Urban,LE3,Apart,0,1,At_home,Farmer,No,No,98093,4,3.45,2.57
29/04/2018,M,18,Urban,LE3,Apart,2,4,At_home,Services,No,No,98589,3,3.47,2.9
29/04/2018,M,19,Rural,GT3,Together,3,1,At_home,Teacher,No,No,41120,4,3.07,2.37
29/04/2018,M,19,Rural,GT3,Apart,3,2,At_home,Farmer,No,No,56491,2,4.5,4.29
29/04/2018,M,17,Rural,LE3,Together,4,4,Other,Services,Yes,No,88638,4,3.91,3.39
29/04/2018,M,19,Rural,GT3,Together,2,2,Health,Teacher,No,No,74062,1,2.62,2.42
29/04/2018,F,17,Urban,LE3,Together,1,2,At_home,Health,No,No,75193,4,2.86,2.27
29/04/2018,M,18,Rural,GT3,Apart,0,0,Services,Business,Yes,No,48608,5,2.66,2.0
29/04/2018,F,19,Rural,GT3,Together,2,3,Teacher,Teacher,No,No,50213,1,4.3,3.62
29/04/2018,F,17,Rural,GT3,Together,2,2,Teacher,Business,No,No,49230,5,3.15,2.65
29/04/2018,M,17,Urban,GT3,Together,1,4,Teacher,Teacher,Yes,No,88423,2,4.34,3.72
29/04/2018,M,18,Rural,GT3,Together,0,1,Teacher,Health,No,No,42187,3,3.44,2.84
29/04/2018,M,19,Rural,GT3,Together,2,2,Teacher,Business,Yes,No,45040,2,4.32,3.43
29/04/2018,F,18,Rural,GT3,Together,3,3,At_home,Farmer,No,No,40766,1,3.63,3.23
29/04/2018,M,17,Urban,GT3,Together,4,4,Health,Health,No,No,114949,3,4.42,3.88
29/04/2018,F,17,Urban,GT3,Together,3,0,Services,Business,Yes,No,83527,4,3.29,2.31
29/04/2018,M,19,Urban,LE3,Together,3,4,Other,Business,No,No,91021,1,3.32,3.21
29/04/2018,F,17,Urban,LE3,Together,2,2,Services,Health,Yes,No,92872,3,3.5,2.64
29/04/2018,M,19,Rural,LE3,Together,4,2,Other,Health,Yes,No,81897,5,4.34,3.39
29/04/2018,M,18,Urban,LE3,Together,2,1,Other,Health,Yes,No,86758,3,3.1,2.21
29/04/2018,F,19,Rural,GT3,Apart,3,3,Services,Services,No,Yes,58757,5,3.43,2.83
29/04/2018,F,19,Urban,GT3,Apart,4,2,At_home,Farmer,No,No,110412,5,3.64,3.0
29/04/2018,M,17,Urban,GT3,Together,4,2,Teacher,Teacher,No,No,99312,3,4.06,3.63
29/04/2018,F,17,Rural,LE3,Together,1,0,At_home,Business,No,No,52119,2,3.54,2.82
29/04/2018,M,19,Urban,GT3,Together,0,1,Teacher,Teacher,No,No,76804,2,4.18,3.34
29/04/2018,F,17,Rural,GT3,Together,1,4,Health,Health,No,No,40983,5,3.31,2.72
29/04/2018,F,17,Rural,LE3,Apart,0,4,Other,Farmer,No,No,54999,1,4.44,3.62
29/04/2018,M,17,Urban,GT3,Together,0,3,Services,Farmer,No,No,95557,3,4.29,3.75
29/04/2018,M,19,Urban,GT3,Together,1,1,Health,Services,Yes,No,109758,1,3.43,2.63
29/04/2018,M,17,Urban,GT3,Together,1,2,Teacher,Health,No,No,98788,2,4.27,3.85
29/04/2018,M,19,Urban,GT3,Together,2,3,At_home,Business,No,No,106950,1,3.09,2.67
29/04/2018,F,17,Urban,GT3,Together,3,4,Services,Services,No,No,83983,4,3.91,3.19
29/04/2018,M,18,Urban,GT3,Apart,1,2,Other,Health,No,No,73768,4,3.29,2.75
29/04/2018,M,17,Urban,GT3,Together,2,4,Health,Services,No,No,76504,2,4.0,3.58
29/04/2018,F,17,Rural,GT3,Together,3,4,Other,Teacher,Yes,No,42450,1,3.69,3.27
29/04/2018,F,19,Rural,LE3,Together,2,4,Teacher,Health,No,No,46236,3,3.31,2.89
29/04/2018,M,19,Rural,LE3,Together,4,1,Other,Business,No,No,53002,2,2.78,2.71
29/04/2018,M,17,Urban,GT3,Together,0,0,At_home,Business,Yes,No,74891,4,3.66,2.56
29/04/2018,M,18,Urban,LE3,Together,1,2,Health,Health,No,No,108787,2,4.58,4.31
29/04/2018,M,17,Rural,GT3,Together,2,2,Health,Services,No,No,48898,1,3.98,3.29
29/04/2018,F,17,Rural,GT3,Together,0,1,At_home,Farmer,No,No,35472,1,2.78,2.54
29/04/2018,M,18,Rural,GT3,Together,2,1,Other,Health,No,No,50264,1,3.65,3.2
29/04/2018,F,19,Urban,GT3,Together,1,3,At_home,Business,No,No,87691,5,4.57,4.18
29/04/2018,M,17,Rural,GT3,Together,1,2,Services,Teacher,No,No,73487,1,3.6,3.23
29/04/2018,F,19,Rural,GT3,Together,1,2,At_home,Business,No,No,62632,4,3.17,2.31
29/04/2018,F,19,Urban,GT3,Together,1,3,Other,Farmer,No,No,103743,4,4.94,4.33
29/04/2018,F,18,Rural,LE3,Together,2,3,At_home,Business,No,No,78016,5,3.1,2.38
29/04/2018,M,18,Rural,GT3,Together,2,3,Teacher,Farmer,Yes,No,48002,4,3.65,3.09
29/04/2018,M,19,Urban,GT3,Together,1,1,At_home,Health,Yes,Yes,113386,4,3.4,2.68
29/04/2018,M,17,Urban,GT3,Together,0,3,At_home,Business,Yes,Yes,93250,2,4.22,3.46
29/04/2018,F,19,Rural,GT3,Together,0,2,Other,Services,No,No,68388,1,4.11,3.46
29/04/2018,F,17,Rural,GT3,Together,0,0,Services,Services,No,No,46323,2,3.22,2.67
29/04/2018,F,17,Urban,GT3,Together,3,3,Services,Business,No,No,83733,2,3.35,2.85
29/04/2018,F,18,Urban,GT3,Together,0,2,Other,Business,No,No,106319,4,3.89,3.18
29/04/2018,F,17,Urban,LE3,Together,3,2,Other,Teacher,Yes,No,82223,3,3.94,3.2
29/04/2018,M,17,Rural,GT3,Together,3,2,Other,Business,Yes,No,56868,1,3.65,2.99
29/04/2018,F,19,Urban,LE3,Together,0,2,Teacher,Teacher,Yes,No,99196,3,3.6,2.89
29/04/2018,M,18,Rural,GT3,Together,2,2,Health,Teacher,No,No,37080,4,3.0,2.7
29/04/2018,M,17,Urban,GT3,Together,4,4,At_home,Teacher,Yes,No,98776,5,5.0,4.2
29/04/2018,M,17,Urban,GT3,Together,3,1,Other,Teacher,No,No,80695,2,4.21,3.73
29/04/2018,M,18,Rural,GT3,Together,2,4,Other,Health,No,No,67969,4,3.8,3.13
29/04/2018,M,19,Rural,GT3,Together,3,2,Other,Services,No,No,52049,4,4.43,3.8
29/04/2018,F,18,Rural,GT3,Together,3,1,Services,Teacher,No,No,55628,3,3.67,3.03
29/04/2018,M,18,Rural,LE3,Together,1,1,Other,Services,No,No,38265,5,3.27,2.52
29/04/2018,F,17,Rural,LE3,Together,3,2,At_home,Teacher,Yes,No,64671,2,4.02,3.32
29/04/2018,M,17,Urban,GT3,Together,2,3,Other,Services,No,No,87460,5,3.89,3.37
29/04/2018,M,19,Rural,GT3,Together,2,0,At_home,Business,Yes,No,38477,5,4.89,4.03
29/04/2018,M,17,Urban,GT3,Apart,4,1,Teacher,Business,Yes,No,87202,5,3.32,2.53
29/04/2018,M,17,Rural,GT3,Together,3,3,Health,Services,No,No,63874,1,3.17,2.86
29/04/2018,F,18,Rural,LE3,Apart,1,0,Services,Teacher,Yes,No,71217,5,5.0,4.32
29/04/2018,M,17,Urban,LE3,Together,0,4,At_home,Health,No,No,76850,4,4.57,4.12
29/04/2018,F,19,Rural,LE3,Together,2,3,Teacher,Services,Yes,No,74085,1,4.21,3.5
29/04/2018,M,18,Urban,GT3,Together,3,2,Health,Farmer,No,No,100809,1,3.36,3.18
29/04/2018,F,19,Urban,GT3,Together,2,2,Health,Health,No,Yes,80350,5,4.07,3.34
29/04/2018,F,18,Rural,GT3,Together,4,0,Health,Farmer,No,No,47806,4,2.96,2.33
29/04/2018,F,17,Urban,LE3,Together,3,4,At_home,Services,No,No,87163,2,3.47,3.16
29/04/2018,M,18,Rural,GT3,Together,2,1,Teacher,Teacher,No,No,63832,5,3.04,2.39
29/04/2018,M,18,Urban,GT3,Together,0,2,Other,Farmer,No,No,65185,1,3.31,2.43
29/04/2018,M,17,Urban,GT3,Apart,2,2,Teacher,Services,No,No,115838,2,3.03,2.66
29/04/2018,F,17,Urban,LE3,Together,2,1,Teacher,Health,Yes,No,99718,2,4.25,3.33
29/04/2018,M,19,Urban,GT3,Together,2,2,Teacher,Teacher,No,No,86545,1,4.96,4.41
29/04/2018,M,19,Rural,GT3,Apart,2,4,At_home,Farmer,Yes,No,60215,2,4.43,3.5
29/04/2018,F,17,Rural,LE3,Together,2,2,At_home,Services,No,No,63325,4,4.29,3.58
29/04/2018,M,17,Rural,LE3,Together,1,4,At_home,Teacher,No,No,48458,4,3.58,2.99
29/04/2018,F,17,Rural,GT3,Together,1,4,Teacher,Teacher,Yes,No,46006,5,3.92,3.2
29/04/2018,M,18,Urban,GT3,Apart,2,2,At_home,Business,No,No,103544,5,3.1,2.4
29/04/2018,M,18,Rural,LE3,Together,1,2,Health,Teacher,Yes,No,62969,2,2.96,2.31
29/04/2018,F,18,Urban,LE3,Together,1,2,At_home,Services,No,Yes,81284,1,2.86,2.73
29/04/2018,M,17,Urban,GT3,Together,1,3,Services,Health,No,No,108478,4,3.01,2.24
29/04/2018,F,19,Rural,GT3,Together,2,1,At_home,Business,Yes,No,62655,3,4.25,3.55
29/04/2018,M,17,Urban,GT3,Together,0,4,At_home,Services,No,Yes,94143,5,4.32,3.44
29/04/2018,M,18,Urban,LE3,Together,3,3,At_home,Services,No,No,95698,4,3.21,3.1
29/04/2018,F,18,Rural,GT3,Together,2,2,At_home,Services,Yes,No,69870,2,3.99,3.37
29/04/2018,F,17,Rural,GT3,Together,2,3,Services,Farmer,No,No,44102,4,4.54,3.99
29/04/2018,F,17,Rural,GT3,Together,3,2,Other,Farmer,No,No,41571,4,3.7,2.94
29/04/2018,M,18,Urban,LE3,Together,1,4,At_home,Health,Yes,No,107893,2,3.32,2.8
29/04/2018,F,18,Urban,GT3,Together,2,2,Health,Services,Yes,No,114465,5,3.53,2.48
29/04/2018,M,18,Rural,GT3,Together,4,0,Services,Farmer,No,No,66553,5,4.73,4.21
29/04/2018,M,17,Urban,GT3,Together,3,1,Other,Farmer,No,No,98543,3,3.75,3.0
29/04/2018,F,18,Rural,GT3,Together,4,4,At_home,Farmer,No,Yes,73901,3,5.0,4.52
29/04/2018,M,18,Urban,GT3,Apart,3,2,Other,Health,No,No,94034,5,3.37,2.43
29/04/2018,F,19,Rural,LE3,Together,1,4,Health,Health,No,No,57120,5,3.47,2.87
29/04/2018,M,17,Urban,GT3,Together,0,0,Services,Services,No,No,66329,5,2.89,2.19
29/04/2018,M,19,Rural,LE3,Together,2,1,Services,Business,Yes,No,76420,5,4.5,3.75
29/04/2018,M,19,Rural,GT3,Apart,1,1,Other,Services,Yes,No,55382,4,3.86,2.76
29/04/2018,F,18,Rural,GT3,Together,1,2,At_home,Farmer,No,No,33699,3,3.21,2.84
29/04/2018,F,17,Urban,GT3,Together,3,2,Teacher,Farmer,Yes,No,118795,2,3.57,2.95
29/04/2018,F,18,Rural,GT3,Together,1,1,Services,Teacher,Yes,No,40667,1,4.12,3.31
29/04/2018,F,17,Rural,GT3,Together,1,3,Teacher,Services,No,No,67591,2,3.26,2.91
29/04/2018,F,19,Urban,LE3,Together,3,2,Services,Farmer,Yes,No,122115,1,4.02,3.35
29/04/2018,F,17,Rural,LE3,Together,3,1,At_home,Farmer,No,No,63459,4,4.38,3.7
29/04/2018,M,18,Urban,GT3,Together,1,2,At_home,Business,No,No,76959,3,3.52,2.84
29/04/2018,M,18,Urban,LE3,Together,3,3,Services,Teacher,Yes,No,109581,1,2.59,2.33
29/04/2018,M,18,Rural,GT3,Together,3,1,Other,Services,Yes,No,46210,5,3.62,2.88
29/04/2018,F,17,Urban,LE3,Together,2,1,At_home,Health,No,No,87517,4,3.47,2.78
29/04/2018,F,19,Rural,GT3,Together,0,2,At_home,Services,No,No,37620,1,2.99,2.58
29/04/2018,M,19,Urban,GT3,Together,0,3,Health,Services,No,Yes,101744,5,4.18,3.37
29/04/2018,F,17,Rural,LE3,Apart,2,4,At_home,Business,No,No,57804,4,4.21,3.56
29/04/2018,F,18,Rural,GT3,Together,1,2,Health,Services,No,No,60568,1,3.94,3.27
29/04/2018,M,19,Rural,GT3,Together,4,1,At_home,Business,No,No,62991,5,3.52,2.77
29/04/2018,F,18,Urban,GT3,Together,3,4,At_home,Business,No,No,88912,3,3.89,3.36
29/04/2018,F,17,Urban,GT3,Together,3,4,Other,Farmer,No,No,112527,4,3.38,2.92
29/04/2018,M,18,Rural,LE3,Together,4,3,Other,Health,No,No,75863,1,4.25,3.73
29/04/2018,F,19,Urban,GT3,Apart,3,4,At_home,Business,No,No,124827,5,3.52,2.97
29/04/2018,M,19,Urban,LE3,Together,1,3,Services,Teacher,No,No,103458,3,3.64,2.8
29/04/2018,F,18,Rural,GT3,Together,1,3,Services,Teacher,No,No,50407,5,3.69,3.0
29/04/2018,F,17,Rural,GT3,Together,3,2,At_home,Health,No,No,52344,3,5.0,4.53
29/04/2018,F,18,Rural,LE3,Together,1,2,Services,Business,No,No,66205,1,3.14,2.83
29/04/2018,M,17,Urban,GT3,Together,2,1,At_home,Health,Yes,No,77355,5,3.49,2.81
29/04/2018,F,18,Urban,LE3,Together,2,4,Other,Farmer,No,No,105893,5,2.76,2.37
29/04/2018,F,19,Urban,GT3,Apart,4,4,Teacher,Teacher,Yes,No,85749,2,3.97,3.64
29/04/2018,M,17,Rural,GT3,Together,2,3,Health,Services,Yes,Yes,54435,4,4.93,4.25
29/04/2018,F,17,Rural,GT3,Together,3,2,Services,Teacher,No,No,78526,5,3.65,3.01
29/04/2018,M,17,Rural,GT3,Together,1,1,Services,Business,No,No,48088,3,3.38,2.87
29/04/2018,F,19,Rural,GT3,Together,2,1,Other,Health,Yes,No,79405,4,3.76,2.91
29/04/2018,M,18,Rural,LE3,Together,0,1,Services,Teacher,No,Yes,63842,1,4.47,3.74
29/04/2018,M,19,Rural,GT3,Together,3,3,At_home,Services,No,No,64403,4,4.7,4.41
29/04/2018,M,17,Urban,GT3,Together,0,4,At_home,Services,No,Yes,103042,2,3.12,2.78
29/04/2018,F,18,Rural,GT3,Together,3,0,Teacher,Health,Yes,No,79177,1,4.23,3.58
29/04/2018,M,19,Rural,GT3,Together,0,0,Teacher,Health,Yes,No,64056,5,3.73,2.62
29/04/2018,F,17,Rural,GT3,Together,1,3,Teacher,Teacher,No,No,52713,1,4.74,4.49
29/04/2018,M,17,Rural,LE3,Together,2,1,At_home,Business,No,No,35885,1,5.0,4.57
29/04/2018,M,19,Rural,LE3,Apart,2,4,Teacher,Farmer,Yes,No,68632,2,4.98,4.33
29/04/2018,M,19,Rural,LE3,Together,1,2,Teacher,Services,No,No,69685,3,3.16,2.71
29/04/2018,F,19,Rural,LE3,Together,1,1,At_home,Health,No,No,41686,1,3.25,2.64
29/04/2018,M,17,Rural,GT3,Apart,3,1,Other,Farmer,Yes,No,43054,3,4.9,3.96
29/04/2018,F,19,Urban,LE3,Together,2,1,Services,Farmer,No,No,83977,4,3.73,2.83
29/04/2018,F,17,Urban,GT3,Together,0,2,Health,Farmer,No,No,90032,2,3.3,2.74
29/04/2018,F,19,Rural,GT3,Together,3,1,At_home,Business,Yes,No,48536,5,2.91,2.37
29/04/2018,M,17,Rural,GT3,Together,0,2,At_home,Health,Yes,No,40070,1,3.89,3.21
29/04/2018,M,17,Urban,GT3,Together,2,2,Health,Services,No,Yes,91937,3,3.53,2.97
29/04/2018,F,18,Rural,LE3,Together,1,0,Health,Health,No,No,51500,1,4.05,3.58
29/04/2018,M,19,Urban,GT3,Together,2,0,Teacher,Teacher,No,No,115451,2,3.92,3.35
29/04/2018,F,19,Urban,LE3,Together,1,2,Health,Services,No,No,80011,5,3.01,2.5
29/04/2018,M,17,Rural,GT3,Together,4,3,Services,Health,No,No,53896,4,3.27,2.94
29/04/2018,F,17,Urban,GT3,Apart,1,4,Services,Services,No,No,99799,4,4.41,3.67
29/04/2018,F,17,Urban,LE3,Together,1,1,Services,Teacher,No,No,84582,3,4.47,3.67
29/04/2018,F,18,Urban,GT3,Together,1,1,Services,Services,Yes,No,109958,4,3.56,2.62
29/04/2018,M,18,Rural,GT3,Together,3,0,Services,Farmer,No,No,81912,3,3.91,3.36
29/04/2018,F,17,Rural,GT3,Together,2,2,Teacher,Business,Yes,No,35814,5,3.12,2.21
29/04/2018,M,19,Rural,GT3,Together,3,3,At_home,Teacher,Yes,No,49740,1,3.77,3.13
29/04/2018,M,19,Rural,GT3,Together,4,4,Health,Services,No,No,69719,2,4.52,4.28
29/04/2018,F,18,Urban,GT3,Together,4,3,At_home,Teacher,Yes,No,120545,5,4.88,4.24
29/04/2018,F,18,Rural,LE3,Together,3,1,Health,Farmer,Yes,Yes,60150,5,3.72,2.94
29/04/2018,F,17,Urban,LE3,Together,1,2,Teacher,Business,No,No,74958,4,3.6,2.94
29/04/2018,F,19,Rural,LE3,Apart,3,4,Teacher,Teacher,No,No,43825,4,2.87,2.44
29/04/2018,M,17,Rural,LE3,Together,1,2,Other,Farmer,Yes,No,44800,2,3.41,2.84
29/04/2018,M,18,Rural,GT3,Apart,3,2,Other,Farmer,No,No,49999,1,3.76,3.45
29/04/2018,F,19,Urban,GT3,Together,2,4,Teacher,Farmer,Yes,No,95854,5,3.69,2.72
29/04/2018,M,19,Rural,GT3,Together,3,3,Teacher,Services,Yes,No,67315,4,3.43,2.89
29/04/2018,M,18,Urban,GT3,Together,2,3,Health,Health,No,No,114540,5,4.57,4.0
29/04/2018,M,17,Urban,LE3,Together,2,1,Teacher,Teacher,Yes,No,84481,1,4.07,3.56
29/04/2018,M,17,Rural,GT3,Together,4,2,At_home,Health,No,Yes,62246,3,3.69,3.12
29/04/2018,M,19,Urban,GT3,Together,0,0,Health,Farmer,Yes,No,87601,1,4.24,3.27
29/04/2018,M,18,Rural,GT3,Together,1,3,Teacher,Health,No,No,40677,5,3.78,3.15
29/04/2018,M,19,Urban,GT3,Together,2,1,Health,Farmer,No,No,104552,5,4.81,4.41
29/04/2018,M,18,Urban,GT3,Together,4,4,Health,Farmer,No,No,107322,2,3.28,2.79
29/04/2018,F,17,Rural,GT3,Together,0,4,Services,Business,No,No,27355,5,4.01,3.37
29/04/2018,M,18,Rural,GT3,Together,0,2,Other,Business,No,No,34157,4,2.42,2.0
29/04/2018,M,17,Rural,GT3,Together,0,1,Health,Health,No,No,60163,2,3.55,2.93
29/04/2018,F,18,Rural,GT3,Together,0,0,Health,Teacher,No,No,50914,5,3.9,3.26
29/04/2018,M,19,Rural,GT3,Together,4,3,Services,Health,Yes,No,78292,1,3.59,2.89
29/04/2018,F,17,Urban,LE3,Together,3,3,Teacher,Teacher,Yes,No,80561,5,3.08,2.54
29/04/2018,F,19,Rural,GT3,Together,2,3,Health,Health,Yes,No,43167,1,3.35,2.95
29/04/2018,M,19,Rural,GT3,Together,2,2,Services,Services,Yes,No,51184,1,3.15,2.77
29/04/2018,M,17,Rural,LE3,Together,3,2,At_home,Services,No,No,64497,5,3.72,3.19
29/04/2018,F,17,Rural,GT3,Together,1,3,Services,Teacher,No,No,53800,1,4.31,3.79
